docid,best_match,score
Enel Americas 2021 Memoria.pdf_588,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.474609375
Enel Americas 2021 Memoria.pdf_589,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.45703125
Enel Americas 2021 Memoria.pdf_590,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.3984375
Enel Americas 2021 Memoria.pdf_591,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.427734375
Enel Americas 2021 Memoria.pdf_592,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.458984375
Enel Americas 2021 Memoria.pdf_593,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.470703125
Enel Americas 2021 Memoria.pdf_594,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.474609375
Enel Americas 2021 Memoria.pdf_595,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.498046875
Enel Americas 2021 Memoria.pdf_596,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_9,0.5078125
Enel Americas 2021 Memoria.pdf_597,2022-10-27-draft-response-document.pdf_131,0.33203125
Enel Americas 2021 Memoria.pdf_599,2022-10-27-draft-response-document.pdf_187,0.388671875
Enel Americas 2021 Memoria.pdf_601,2022-10-27-draft-response-document.pdf_131,0.40234375
Enel Americas 2021 Memoria.pdf_602,2022-10-27-draft-response-document.pdf_131,0.375
Enel Americas 2021 Memoria.pdf_604,2022-10-27-draft-response-document.pdf_131,0.404296875
Enel Americas 2021 Memoria.pdf_606,2022-10-27-draft-response-document.pdf_187,0.38671875
Enel Americas 2021 Memoria.pdf_607,edf-emtn-bp-2023-supplement-no-2-june-2024.pdf_4,0.337890625
Enel Americas 2021 Memoria.pdf_608,2022-10-27-draft-response-document.pdf_139,0.390625
Enel Americas 2021 Memoria.pdf_609,2022-10-27-draft-response-document.pdf_139,0.3359375
Enel Americas 2021 Memoria.pdf_610,2022-10-27-draft-response-document.pdf_139,0.421875
Enel Americas 2021 Memoria.pdf_614,2022-10-27-draft-response-document.pdf_4,0.578125
Enel Americas 2021 Memoria.pdf_616,2022-10-27-draft-response-document.pdf_36,0.4609375
Enel Americas 2021 Memoria.pdf_617,CID-Decision-VIVO-ENERGY-VIP-II-BLU.pdf_4,0.458984375
Enel Americas 2021 Memoria.pdf_621,2022-10-27-draft-response-document.pdf_110,0.45703125
Enel Americas 2021 Memoria.pdf_622,CID-Decision-VIVO-ENERGY-VIP-II-BLU.pdf_2,0.361328125
Enel Americas 2021 Memoria.pdf_627,MS on cleanTech July2023-67e7048b-dd11-4495-96ca-057a9fe3f853.pdf_113,0.3984375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_1",PPE-Executive summary.pdf_8,0.40234375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_4",4pages_PPE_GB_DEF_Web.pdf_2,0.59765625
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_5",4pages_PPE_GB_DEF_Web.pdf_2,0.578125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_6",PPE-Executive summary.pdf_1,0.494140625
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_7",Energy pathways 2050_Key results.pdf_59,0.45703125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_9",4pages_PPE_GB_DEF_Web.pdf_0,0.466796875
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_10",4pages_PPE_GB_DEF_Web.pdf_2,0.5078125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_12",4pages_PPE_GB_DEF_Web.pdf_2,0.44921875
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_14",PPE-Executive summary.pdf_31,0.462890625
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_15",PPE-Executive summary.pdf_10,0.59375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_16",France NPF (EN).pdf_58,0.6953125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_17",PPE-Executive summary.pdf_8,0.494140625
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_19",France NPF (EN).pdf_78,0.5234375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_21",France NPF (EN).pdf_53,0.37109375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_22",PPE-Executive summary.pdf_14,0.408203125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_24",DP_Paris_deep_decarbonisation_EN.pdf_15,0.55078125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_25",France NPF (EN).pdf_73,0.462890625
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_26",DP_Paris_deep_decarbonisation_EN.pdf_17,0.57421875
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_27",nuclear-safety-environment-policy-2017-2020.pdf_1,0.375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_29",2024-02_Rapport_indicateurs_eng.pdf_9,0.392578125
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_30",2024-02_Rapport_indicateurs_eng.pdf_22,0.396484375
"Energy Transition for Green Growth Act in action - Regions, citizens, business ( 32 pages - juillet 2016 - Versions anglaise).pdf_31",4pages_PPE_GB_DEF_Web.pdf_2,0.43359375
Engie_-_Research_Innovation_(FR).pdf_5,business-solutions-march-2019.pdf_11,0.3671875
Engie_-_Research_Innovation_(FR).pdf_6,2021-05-en-digest-hydrogene-bfinvest.pdf_8,0.404296875
Engie_-_Research_Innovation_(FR).pdf_7,Intermittent-production-PtL-jet-fuel-grid-DSM-19NOV24.pdf_39,0.419921875
Engie_-_Research_Innovation_(FR).pdf_9,ENGIEXH2-EN-005.pdf_13,0.43359375
Engie_-_Research_Innovation_(FR).pdf_12,Sylvie-Denoble-Mayer-Hydrogen-Policy-Regulation-and-Opportunities.pdf_2,0.48046875
Engie_-_Research_Innovation_(FR).pdf_13,enea-overview-of-the-biomethane-sector-in-france.pdf_18,0.5546875
Engie_-_Research_Innovation_(FR).pdf_14,ENGIEXH2-EN-005.pdf_13,0.765625
Engie_-_Research_Innovation_(FR).pdf_15,enea-overview-of-the-biomethane-sector-in-france.pdf_51,0.55859375
Engie_-_Research_Innovation_(FR).pdf_19,IRENA_Renewable_power_generation_costs_in_2023.pdf_140,0.54296875
Engie_-_Research_Innovation_(FR).pdf_21,Sylvie-Denoble-Mayer-Hydrogen-Policy-Regulation-and-Opportunities.pdf_2,0.443359375
Engie_-_Research_Innovation_(FR).pdf_22,illustrative_presentation.pdf_20,0.5703125
Engie_-_Research_Innovation_(FR).pdf_24,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_2,0.62890625
Engie_-_Research_Innovation_(FR).pdf_25,2024-06-24_Aquila-Clean-Energy_Whitepaper_BESS_EN.pdf_0,0.50390625
Engie_-_Research_Innovation_(FR).pdf_26,Homer-Solar-94C-Virtual-Meeting3103.pdf_17,0.408203125
Environnement-edition-2021.pdf_1,nuclear-safety-environment-policy-2017-2020.pdf_1,0.318359375
Environnement-edition-2021.pdf_2,nuclear-safety-environment-policy-2017-2020.pdf_0,0.357421875
Environnement-edition-2021.pdf_4,ORANO_SCOPE_WASTE_EN.pdf_8,0.515625
Environnement-edition-2021.pdf_5,offshore-wind-handbook-2023.pdf_46,0.41796875
Environnement-edition-2021.pdf_6,business-solutions-march-2019.pdf_9,0.326171875
Environnement-edition-2021.pdf_7,orano-malvesi-uk.pdf_1,0.4140625
Environnement-edition-2021.pdf_8,ORANO_SCOPE_WASTE_EN.pdf_11,0.29296875
Environnement-edition-2021.pdf_9,orano-malvesi-uk.pdf_1,0.37109375
Environnement-edition-2021.pdf_11,orano-malvesi-uk.pdf_1,0.46875
Environnement-edition-2021.pdf_12,ANGLAIS-Livre-Blanc-Marémoteur-BD-VF.pdf_9,0.349609375
Environnement-edition-2021.pdf_13,ORANO_SCOPE_WASTE_EN.pdf_8,0.6875
Environnement-edition-2021.pdf_14,ORANO_SCOPE_WASTE_EN.pdf_8,0.70703125
Environnement-edition-2021.pdf_15,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.353515625
Environnement-edition-2021.pdf_16,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.298828125
Environnement-edition-2021.pdf_17,orano-malvesi-uk.pdf_1,0.4140625
Environnement-edition-2021.pdf_18,orano-malvesi-uk.pdf_1,0.298828125
Environnement-edition-2021.pdf_19,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.380859375
Environnement-edition-2021.pdf_20,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.46484375
Environnement-edition-2021.pdf_21,6020809.pdf_1,0.38671875
Environnement-edition-2021.pdf_22,6020809.pdf_1,0.2734375
Environnement-edition-2021.pdf_23,orano-malvesi-uk.pdf_1,0.470703125
Environnement-edition-2021.pdf_24,orano-malvesi-uk.pdf_1,0.3515625
Environnement-edition-2021.pdf_25,orano-malvesi-uk.pdf_1,0.40234375
Environnement-edition-2021.pdf_26,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.392578125
Environnement-edition-2021.pdf_27,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.365234375
Environnement-edition-2021.pdf_28,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.3359375
Environnement-edition-2021.pdf_29,orano-malvesi-uk.pdf_1,0.357421875
Environnement-edition-2021.pdf_30,orano-malvesi-uk.pdf_1,0.322265625
Environnement-edition-2021.pdf_31,orano-malvesi-uk.pdf_1,0.35546875
Environnement-edition-2021.pdf_32,illustrative_presentation.pdf_1,0.32421875
Environnement-edition-2021.pdf_33,OpenHydro EMEC Fish Paper 2014.pdf_2,0.330078125
Environnement-edition-2021.pdf_34,ORANO_SCOPE_WASTE_EN.pdf_11,0.314453125
Environnement-edition-2021.pdf_35,orano-malvesi-uk.pdf_1,0.33984375
Environnement-edition-2021.pdf_36,orano-malvesi-uk.pdf_1,0.337890625
Environnement-edition-2021.pdf_37,orano-malvesi-uk.pdf_1,0.421875
Environnement-edition-2021.pdf_38,orano-malvesi-uk.pdf_1,0.328125
Environnement-edition-2021.pdf_39,orano-malvesi-uk.pdf_1,0.4453125
Environnement-edition-2021.pdf_40,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.302734375
Environnement-edition-2021.pdf_41,orano-malvesi-uk.pdf_1,0.3515625
Environnement-edition-2021.pdf_42,OpenHydro EMEC Fish Paper 2014.pdf_2,0.310546875
Environnement-edition-2021.pdf_43,orano-malvesi-uk.pdf_1,0.37890625
Environnement-edition-2021.pdf_44,Attachment3-County-Consultation.pdf_78,0.341796875
Environnement-edition-2021.pdf_45,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.330078125
Environnement-edition-2021.pdf_46,Energy pathways 2050_Key results.pdf_7,0.4453125
Environnement-edition-2021.pdf_47,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.36328125
Environnement-edition-2021.pdf_49,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.287109375
Environnement-edition-2021.pdf_50,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.328125
Environnement-edition-2021.pdf_51,OpenHydro EMEC Fish Paper 2014.pdf_0,0.42578125
Environnement-edition-2021.pdf_52,OpenHydro EMEC Fish Paper 2014.pdf_2,0.361328125
Environnement-edition-2021.pdf_53,orano-malvesi-uk.pdf_1,0.390625
Environnement-edition-2021.pdf_54,OpenHydro EMEC Fish Paper 2014.pdf_4,0.39453125
Environnement-edition-2021.pdf_55,OpenHydro EMEC Fish Paper 2014.pdf_4,0.400390625
Environnement-edition-2021.pdf_56,OpenHydro EMEC Fish Paper 2014.pdf_4,0.359375
Environnement-edition-2021.pdf_57,OpenHydro EMEC Fish Paper 2014.pdf_2,0.357421875
Environnement-edition-2021.pdf_59,OpenHydro EMEC Fish Paper 2014.pdf_2,0.419921875
Environnement-edition-2021.pdf_60,OpenHydro EMEC Fish Paper 2014.pdf_2,0.310546875
Environnement-edition-2021.pdf_61,orano-malvesi-uk.pdf_1,0.32421875
Environnement-edition-2021.pdf_62,orano-malvesi-uk.pdf_1,0.306640625
Environnement-edition-2021.pdf_63,nuclear-safety-environment-policy-2017-2020.pdf_0,0.36328125
Environnement-edition-2021.pdf_64,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_113,0.302734375
Environnement-edition-2021.pdf_65,OpenHydro EMEC Fish Paper 2014.pdf_2,0.279296875
Environnement-edition-2021.pdf_66,ORANO_SCOPE_WASTE_EN.pdf_4,0.349609375
Environnement-edition-2021.pdf_67,nuclear-safety-environment-policy-2017-2020.pdf_0,0.37890625
Environnement-edition-2021.pdf_68,nuclear-safety-environment-policy-2017-2020.pdf_0,0.353515625
Environnement-edition-2021.pdf_69,OpenHydro EMEC Fish Paper 2014.pdf_2,0.255859375
Environnement-edition-2021.pdf_70,OpenHydro EMEC Fish Paper 2014.pdf_2,0.263671875
Environnement-edition-2021.pdf_71,OpenHydro EMEC Fish Paper 2014.pdf_2,0.2890625
Environnement-edition-2021.pdf_72,orano-malvesi-uk.pdf_1,0.265625
Environnement-edition-2021.pdf_74,nuclear-safety-environment-policy-2017-2020.pdf_0,0.484375
Environnement-edition-2021.pdf_75,nuclear-safety-environment-policy-2017-2020.pdf_1,0.60546875
Environnement-edition-2021.pdf_77,nuclear-safety-environment-policy-2017-2020.pdf_0,0.31640625
Environnement-edition-2021.pdf_78,nuclear-safety-environment-policy-2017-2020.pdf_0,0.322265625
Environnement-edition-2021.pdf_80,orano-malvesi-uk.pdf_1,0.361328125
Environnement-edition-2021.pdf_81,OpenHydro EMEC Fish Paper 2014.pdf_2,0.38671875
Environnement-edition-2021.pdf_82,MJAE-Volume 41-Issue 4- Page 341-358.pdf_12,0.326171875
Environnement-edition-2021.pdf_83,OpenHydro EMEC Fish Paper 2014.pdf_4,0.373046875
Environnement-edition-2021.pdf_84,ORANO_SCOPE_WASTE_EN.pdf_11,0.33984375
Environnement-edition-2021.pdf_85,OpenHydro EMEC Fish Paper 2014.pdf_2,0.384765625
Environnement-edition-2021.pdf_86,nuclear-safety-environment-policy-2017-2020.pdf_3,0.380859375
Environnement-edition-2021.pdf_87,nuclear-safety-environment-policy-2017-2020.pdf_0,0.32421875
Environnement-edition-2021.pdf_88,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.396484375
Environnement-edition-2021.pdf_89,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.39453125
Environnement-edition-2021.pdf_90,OpenHydro EMEC Fish Paper 2014.pdf_2,0.353515625
Environnement-edition-2021.pdf_91,orano-malvesi-uk.pdf_1,0.328125
Environnement-edition-2021.pdf_92,6020809.pdf_1,0.333984375
Environnement-edition-2021.pdf_93,orano-malvesi-uk.pdf_1,0.318359375
Environnement-edition-2021.pdf_94,56487.pdf_1,0.287109375
Environnement-edition-2021.pdf_95,orano-malvesi-uk.pdf_1,0.330078125
Environnement-edition-2021.pdf_96,orano-malvesi-uk.pdf_1,0.271484375
Environnement-edition-2021.pdf_97,orano-malvesi-uk.pdf_1,0.37109375
Environnement-edition-2021.pdf_98,orano-malvesi-uk.pdf_1,0.314453125
Environnement-edition-2021.pdf_99,orano-malvesi-uk.pdf_1,0.353515625
Environnement-edition-2021.pdf_100,6020809.pdf_1,0.296875
Environnement-edition-2021.pdf_101,2022-10-27-draft-response-document.pdf_224,0.33984375
Environnement-edition-2021.pdf_102,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_113,0.345703125
Environnement-edition-2021.pdf_103,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_113,0.296875
Environnement-edition-2021.pdf_104,Module_1_Overview_of_Tidal_Energy.pdf_13,0.3671875
Environnement-edition-2021.pdf_105,illustrative_presentation.pdf_1,0.35546875
Environnement-edition-2021.pdf_106,OpenHydro EMEC Fish Paper 2014.pdf_4,0.3828125
Environnement-edition-2021.pdf_107,OpenHydro EMEC Fish Paper 2014.pdf_4,0.453125
Environnement-edition-2021.pdf_109,OpenHydro EMEC Fish Paper 2014.pdf_6,0.369140625
Environnement-edition-2021.pdf_110,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_113,0.318359375
Environnement-edition-2021.pdf_111,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_113,0.33203125
Environnement-edition-2021.pdf_112,illustrative_presentation.pdf_1,0.306640625
Environnement-edition-2021.pdf_113,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.30078125
Environnement-edition-2021.pdf_114,56487.pdf_1,0.34375
Environnement-edition-2021.pdf_115,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_113,0.330078125
Environnement-edition-2021.pdf_116,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.35546875
Environnement-edition-2021.pdf_117,catalogue_solutions_laboretd_edf_en.pdf_117,0.376953125
Environnement-edition-2021.pdf_118,nuclear-safety-environment-policy-2017-2020.pdf_1,0.427734375
Environnement-edition-2021.pdf_119,nuclear-safety-environment-policy-2017-2020.pdf_0,0.380859375
Environnement-edition-2021.pdf_120,OpenHydro EMEC Fish Paper 2014.pdf_2,0.306640625
Environnement-edition-2021.pdf_121,nuclear-safety-environment-policy-2017-2020.pdf_0,0.365234375
Environnement-edition-2021.pdf_122,OpenHydro EMEC Fish Paper 2014.pdf_0,0.361328125
Environnement-edition-2021.pdf_123,orano-malvesi-uk.pdf_1,0.353515625
Environnement-edition-2021.pdf_124,orano-malvesi-uk.pdf_1,0.23046875
Environnement-edition-2021.pdf_125,orano-malvesi-uk.pdf_1,0.3515625
Environnement-edition-2021.pdf_126,6020809.pdf_1,0.291015625
Environnement-edition-2021.pdf_127,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.3984375
Environnement-edition-2021.pdf_128,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.359375
Environnement-edition-2021.pdf_129,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.447265625
Environnement-edition-2021.pdf_131,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.412109375
Environnement-edition-2021.pdf_133,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.4375
Environnement-edition-2021.pdf_134,OpenHydro EMEC Fish Paper 2014.pdf_2,0.404296875
Environnement-edition-2021.pdf_135,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.375
Environnement-edition-2021.pdf_136,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.37109375
Environnement-edition-2021.pdf_137,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.3671875
Environnement-edition-2021.pdf_138,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.376953125
Environnement-edition-2021.pdf_139,ANGLAIS-Livre-Blanc-Marémoteur-BD-VF.pdf_9,0.38671875
Environnement-edition-2021.pdf_140,Total-Energies_Jacques-Vankeerberghen_Diesel-XTL-HVO_Inland-Navigation-Week.pdf_15,0.400390625
Environnement-edition-2021.pdf_141,OpenHydro EMEC Fish Paper 2014.pdf_2,0.33203125
Environnement-edition-2021.pdf_142,s-and-p-edf-ratings-direct-2024-07-02.pdf_18,0.37109375
Environnement-edition-2021.pdf_143,2D462CBE846D1361414CAAC23315BD97D0D8DBC2_4D8D4EBAE2112A2E76F269E23173CE184230E994.PDF_110,0.34375
Environnement-edition-2021.pdf_144,Behnam_Nouri_WIW19_86_Comparison_of_European_Union_Grid_Codes_for_HVDC_and_AC_Connected_Renewable_Energy_Sources.pdf_5,0.375
Environnement-edition-2021.pdf_145,56487.pdf_1,0.33203125
Environnement-edition-2021.pdf_146,OpenHydro EMEC Fish Paper 2014.pdf_6,0.439453125
Environnement-edition-2021.pdf_147,OpenHydro EMEC Fish Paper 2014.pdf_0,0.48046875
Environnement-edition-2021.pdf_148,OpenHydro EMEC Fish Paper 2014.pdf_0,0.4375
Environnement-edition-2021.pdf_149,nuclear-safety-environment-policy-2017-2020.pdf_0,0.443359375
Environnement-edition-2021.pdf_150,ORANO_SCOPE_WASTE_EN.pdf_7,0.423828125
Environnement-edition-2021.pdf_151,orano-malvesi-uk.pdf_1,0.3984375
Environnement-edition-2021.pdf_152,orano-malvesi-uk.pdf_1,0.3828125
Environnement-edition-2021.pdf_154,ORANO_SCOPE_WASTE_EN.pdf_7,0.359375
Environnement-edition-2021.pdf_155,orano-malvesi-uk.pdf_1,0.41015625
Environnement-edition-2021.pdf_156,ORANO_SCOPE_WASTE_EN.pdf_7,0.396484375
Environnement-edition-2021.pdf_157,orano-malvesi-uk.pdf_1,0.609375
Environnement-edition-2021.pdf_159,nuclear-safety-environment-policy-2017-2020.pdf_5,0.75
Europe Investor Presentation June 2024.pdf_2,lazards-lcoeplus-june-2024-_vf.pdf_3,0.46875
Europe Investor Presentation June 2024.pdf_3,Sustainable-Aviation-Fuel_revise-template.pdf_3,0.458984375
Europe Investor Presentation June 2024.pdf_4,Cruachan-July-30-2024-Final-1.pdf_4,0.486328125
Europe Investor Presentation June 2024.pdf_6,IRENA_Renewable_power_generation_costs_in_2023.pdf_42,0.5390625
Europe Investor Presentation June 2024.pdf_7,AEO2023_LCOE_report.pdf_5,0.48046875
Europe Investor Presentation June 2024.pdf_8,business-solutions-march-2019.pdf_0,0.48046875
Europe Investor Presentation June 2024.pdf_9,Sylvie-Denoble-Mayer-Hydrogen-Policy-Regulation-and-Opportunities.pdf_2,0.44921875
Europe Investor Presentation June 2024.pdf_11,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_8,0.423828125
Europe Investor Presentation June 2024.pdf_14,edf_in_asia_2017.pdf_0,0.41015625
Europe Investor Presentation June 2024.pdf_16,lazards-lcoeplus-june-2024-_vf.pdf_22,0.373046875
Europe Investor Presentation June 2024.pdf_17,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_8,0.365234375
Europe Investor Presentation June 2024.pdf_18,Solar photovoltaic-toward commoditization.pdf_84,0.337890625
Europe Investor Presentation June 2024.pdf_19,Solar photovoltaic-toward commoditization.pdf_84,0.423828125
Europe Investor Presentation June 2024.pdf_20,Solar photovoltaic-toward commoditization.pdf_62,0.46484375
Europe Investor Presentation June 2024.pdf_21,ENGIEXH2-EN-005.pdf_5,0.4921875
Europe Investor Presentation June 2024.pdf_23,Homer-Solar-94C-Virtual-Meeting3103.pdf_2,0.5
Europe Investor Presentation June 2024.pdf_24,Attachment3-County-Consultation.pdf_14,0.451171875
Europe Investor Presentation June 2024.pdf_25,Solar photovoltaic-toward commoditization.pdf_61,0.400390625
Europe Investor Presentation June 2024.pdf_26,2024-02_Rapport_indicateurs_eng.pdf_14,0.43359375
Europe Investor Presentation June 2024.pdf_27,AEO2023_LCOE_report.pdf_10,0.55078125
Europe Investor Presentation June 2024.pdf_28,Solar photovoltaic-toward commoditization.pdf_55,0.3984375
Europe Investor Presentation June 2024.pdf_29,Sustainable-Aviation-Fuel_revise-template.pdf_3,0.53515625
Europe Investor Presentation June 2024.pdf_30,Sustainable-Aviation-Fuel_revise-template.pdf_3,0.41796875
Europe Investor Presentation June 2024.pdf_31,Solar photovoltaic-toward commoditization.pdf_55,0.349609375
Europe Investor Presentation June 2024.pdf_32,Solar photovoltaic-toward commoditization.pdf_84,0.421875
Europe Investor Presentation June 2024.pdf_33,2022-10-27-draft-response-document.pdf_170,0.373046875
Europe Investor Presentation June 2024.pdf_36,s-and-p-edf-ratings-direct-2024-07-02.pdf_11,0.439453125
Europe Investor Presentation June 2024.pdf_37,2022-10-27-draft-response-document.pdf_187,0.453125
Europe Investor Presentation June 2024.pdf_39,s-and-p-edf-ratings-direct-2024-07-02.pdf_11,0.515625
Europe Investor Presentation June 2024.pdf_42,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_8,0.490234375
Europe Investor Presentation June 2024.pdf_44,FDE-Présentation-Résultats-FY22-Q123_261022-VF.pdf_8,0.478515625
Europe Investor Presentation June 2024.pdf_46,2022-10-27-draft-response-document.pdf_131,0.474609375
Europe Investor Presentation June 2024.pdf_47,2022-10-27-draft-response-document.pdf_187,0.44140625
Europe Investor Presentation June 2024.pdf_51,s-and-p-edf-ratings-direct-2024-07-02.pdf_18,0.38671875
Expose-H2-ADEFPAT_Braley.pdf_1,ENGIEXH2-EN-005.pdf_9,0.40234375
Expose-H2-ADEFPAT_Braley.pdf_2,ENGIEXH2-EN-005.pdf_9,0.44140625
Expose-H2-ADEFPAT_Braley.pdf_4,ENGIEXH2-EN-005.pdf_9,0.625
Expose-H2-ADEFPAT_Braley.pdf_5,ENGIEXH2-EN-005.pdf_9,0.63671875
Expose-H2-ADEFPAT_Braley.pdf_6,ENGIEXH2-EN-005.pdf_9,0.68359375
Expose-H2-ADEFPAT_Braley.pdf_7,ENGIEXH2-EN-005.pdf_9,0.59375
Expose-H2-ADEFPAT_Braley.pdf_8,ENGIEXH2-EN-005.pdf_9,0.6484375
Expose-H2-ADEFPAT_Braley.pdf_9,PR - OSE Engineering - projet HyMot_vDEF.pdf_0,0.4921875
Expose-H2-ADEFPAT_Braley.pdf_10,ENGIEXH2-EN-005.pdf_9,0.60546875
